url,domain,company,date,first_seen,uuid,ip,country,asn,org,cert,malicious_google,malicious_openphish,malicious_phishtank,malicious_tweetfeed,malicious_urlscan,score,verdict,top_signals
https://icloud-keychain-cancel-subscripition.pages.dev,icloud-keychain-cancel-subscripition.pages.dev,apple,2026-09-05T19:48:56.598528+00:00,2026-09-05T19:48:56.598528+00:00,24899e07-c2e6-47c3-bc54-d8b2b0c21583,172.66.44.231,United States,13335,"Cloudflare, Inc.",Let's Encrypt,false,false,false,false,true,0,noise,
https://286364-coinbase.com,286364-coinbase.com,coinbase,2026-09-05T17:24:05.225331+00:00,2026-09-05T17:24:05.225331+00:00,740c9dda-c477-4f47-a876-4e20faf1f5da,34.196.13.28,United States,14618,"Amazon.com, Inc.",-,true,false,false,false,false,25,low,Google Safe Browsing (+6.1); Keyword match (+5.3); Site cluster (+4.1); Shared IP cluster (+3.4); ASN reputation (+2.1)
https://73a2370016b7.brca.account-paypal.antimoney-laundering.org,73a2370016b7.brca.account-paypal.antimoney-laundering.org,paypal,2026-09-05T17:24:04.728441+00:00,2026-09-05T17:24:04.728441+00:00,30ea1b53-dded-473b-8bae-da2e3153fe8c,208.91.197.27,United States,40034,Confluence Networks Inc,ZeroSSL ECC DV SSL CA 2,true,false,false,false,false,21,low,Google Safe Browsing (+6.1); Keyword match (+5.3); Brand in subdomain (+2.6); No CSP header (+1.1); No HSTS header (+1.1)
https://sandbox.scan-whatsapp.com,sandbox.scan-whatsapp.com,whatsapp,2026-09-05T17:23:58.460289+00:00,2026-09-05T17:23:58.460289+00:00,2dbc482d-4f5d-4897-8c68-83f219b534b0,156.234.67.92,Hong Kong,138415,Yancy Limited,YR2,true,false,false,false,false,36,medium,Google Safe Browsing (+6.1); Keyword match (+5.3); Site cluster (+5.1); Young domain (+4.0); ASN reputation (+3.5)
https://private.scan-whatsapp.com,private.scan-whatsapp.com,whatsapp,2026-09-05T17:23:58.353215+00:00,2026-09-05T17:23:58.353215+00:00,afd58bcd-4310-48bd-9494-4f3c83b5fa3d,156.234.67.88,Hong Kong,138415,Yancy Limited,YR2,true,false,false,false,false,36,medium,Google Safe Browsing (+6.1); Keyword match (+5.3); Site cluster (+5.1); Young domain (+4.0); ASN reputation (+3.5)
https://premium.scan-whatsapp.com,premium.scan-whatsapp.com,whatsapp,2026-09-05T17:23:58.275817+00:00,2026-09-05T17:23:58.275817+00:00,f271861d-93f7-410c-8ab2-293eceeb10df,156.234.67.88,Hong Kong,138415,Yancy Limited,YR2,true,false,false,false,false,36,medium,Google Safe Browsing (+6.1); Keyword match (+5.3); Site cluster (+5.1); Young domain (+4.0); ASN reputation (+3.5)
https://photo.scan-whatsapp.com,photo.scan-whatsapp.com,whatsapp,2026-09-05T17:23:58.074709+00:00,2026-09-05T17:23:58.074709+00:00,bc5dd7e8-7cec-46c3-8e70-5f9b6dba22d2,156.234.67.92,Hong Kong,138415,Yancy Limited,YR2,true,false,false,false,false,36,medium,Google Safe Browsing (+6.1); Keyword match (+5.3); Site cluster (+5.1); Young domain (+4.0); ASN reputation (+3.5)
https://patch.scan-whatsapp.com,patch.scan-whatsapp.com,whatsapp,2026-09-05T17:23:57.974330+00:00,2026-09-05T17:23:57.974330+00:00,0b08c0e7-103c-41ee-9524-63c3679fb1c9,156.234.67.92,Hong Kong,138415,Yancy Limited,YR2,true,false,false,false,false,35,medium,Google Safe Browsing (+6.1); Keyword match (+5.3); Site cluster (+5.1); Young domain (+4.0); ASN reputation (+3.5)
https://local.scan-whatsapp.com,local.scan-whatsapp.com,whatsapp,2026-09-05T17:23:57.895006+00:00,2026-09-05T17:23:57.895006+00:00,38bf6c0d-c540-4f06-8021-b3cb541317cc,156.234.67.88,Hong Kong,138415,Yancy Limited,YR2,true,false,false,false,false,34,medium,Google Safe Browsing (+6.1); Keyword match (+5.3); Site cluster (+5.1); Young domain (+4.0); ASN reputation (+3.5)
https://build.scan-whatsapp.com,build.scan-whatsapp.com,whatsapp,2026-09-05T17:23:57.816199+00:00,2026-09-05T17:23:57.816199+00:00,e7a68c15-c4e2-4366-8c0b-1b7b29b37434,156.234.67.92,Hong Kong,138415,Yancy Limited,YR2,true,false,false,false,false,32,medium,Google Safe Browsing (+6.1); Keyword match (+5.3); Site cluster (+5.1); Young domain (+4.0); ASN reputation (+3.5)
https://web.comm-whatsapp.com,web.comm-whatsapp.com,whatsapp,2026-09-05T17:23:57.169651+00:00,2026-09-05T17:23:57.169651+00:00,280220df-67cd-46d2-9d88-f2127e44ab60,156.234.67.92,Hong Kong,138415,Yancy Limited,YR2,true,false,false,false,false,35,medium,Google Safe Browsing (+6.1); Keyword match (+5.3); Site cluster (+5.1); Young domain (+4.0); ASN reputation (+3.5)
