url,domain,company,date,first_seen,uuid,ip,country,asn,org,cert,malicious_google,malicious_openphish,malicious_phishtank,malicious_tweetfeed,malicious_urlscan,score,verdict,top_signals
http://allegrolokalnie.lokala-ofera812911.sbs,allegrolokalnie.lokala-ofera812911.sbs,allegro,2026-08-30T21:01:55.273610+00:00,2026-08-30T21:01:55.273610+00:00,d738fda7-2cbc-4515-89a0-c5ab5024bafd,188.114.96.3,United States,13335,"Cloudflare, Inc.",WE1,false,false,true,false,false,29,low,Keyword match (+5.3); Site cluster (+5.1); Brand in title (+4.5); Shared IP cluster (+3.4); PhishTank (+3.0)
http://allegrolokalnie.lokalna-oferta742346.lol,allegrolokalnie.lokalna-oferta742346.lol,allegro,2026-08-30T21:01:37.414048+00:00,2026-08-30T21:01:37.414048+00:00,10a60811-326f-42f4-ad00-75a86416a67f,104.21.92.88,United States,13335,"Cloudflare, Inc.",WE1,false,false,true,false,false,25,low,Keyword match (+5.3); Site cluster (+5.1); Brand in title (+4.5); PhishTank (+3.0); Country mismatch (+2.2)
http://allegro.lokalna-oferta742346.lol,allegro.lokalna-oferta742346.lol,allegro,2026-08-30T21:01:20.074092+00:00,2026-08-30T21:01:20.074092+00:00,b3ff216b-66e3-46a0-9abb-6c18107f9297,104.21.92.88,United States,13335,"Cloudflare, Inc.",WE1,false,false,true,false,false,27,low,Keyword match (+5.3); Site cluster (+5.1); Brand in title (+4.5); PhishTank (+3.0); Brand in subdomain (+2.6)
https://allegro.lokalna-4930237.sbs,allegro.lokalna-4930237.sbs,allegro,2026-08-30T19:01:39.676035+00:00,2026-08-30T19:01:39.676035+00:00,34033b4a-75ff-4397-9bd1-e6f0aeebea88,188.114.97.3,United States,13335,"Cloudflare, Inc.",WE1,false,false,true,false,false,32,medium,Keyword match (+5.3); Site cluster (+5.1); Brand in title (+4.5); Shared IP cluster (+3.4); PhishTank (+3.0)
http://allegrolokalnie.lokalna-4930237.sbs,allegrolokalnie.lokalna-4930237.sbs,allegro,2026-08-30T19:01:20.091501+00:00,2026-08-30T19:01:20.091501+00:00,5dee4aa9-17be-4be3-b364-f68fe802490a,188.114.97.3,United States,13335,"Cloudflare, Inc.",WE1,false,false,true,false,false,29,low,Keyword match (+5.3); Site cluster (+5.1); Brand in title (+4.5); Shared IP cluster (+3.4); PhishTank (+3.0)
https://bankofamericamerchantservices.ph,bankofamericamerchantservices.ph,bankofamerica,2026-08-30T17:25:33.156750+00:00,2026-08-30T17:25:33.156750+00:00,d3459d81-10d6-43e5-8861-6d6767111675,45.79.222.138,United States,63949,Akamai Connected Cloud,-,true,false,false,false,false,30,low,Google Safe Browsing (+6.1); Keyword match (+5.3); Site cluster (+5.1); Brand in domain label (+3.7); Shared IP cluster (+3.4)
https://icloudweb-ext1476.click,icloudweb-ext1476.click,apple,2026-08-30T17:25:29.491449+00:00,2026-08-30T17:25:29.491449+00:00,df00e8db-48f4-4af0-bffe-3eeb10ad35e9,172.237.129.236,United States,63949,Akamai Connected Cloud,-,true,false,false,false,false,25,low,Google Safe Browsing (+6.1); Keyword match (+5.3); Site cluster (+5.1); ASN reputation (+3.0); Suspicious TLD (+1.3)
https://case185366-coinbase.com,case185366-coinbase.com,coinbase,2026-08-30T17:25:28.972434+00:00,2026-08-30T17:25:28.972434+00:00,ab1b63d6-d119-4718-9162-995a28a43c99,34.196.13.28,United States,14618,"Amazon.com, Inc.",-,true,false,false,false,false,20,low,Google Safe Browsing (+6.1); Keyword match (+5.3); Site cluster (+2.0); Shared IP cluster (+1.7); No CSP header (+1.1)
https://838721-coinbase.com,838721-coinbase.com,coinbase,2026-08-30T17:25:27.639777+00:00,2026-08-30T17:25:27.639777+00:00,615faae9-a103-499b-8b7b-cfbb1f22c50d,188.114.96.3,United States,13335,"Cloudflare, Inc.",WE1,true,false,false,false,false,30,low,Google Safe Browsing (+6.1); Keyword match (+5.3); Site cluster (+5.1); Young domain (+4.0); Shared IP cluster (+3.4)
https://support.zoom.us.vip.kaisarstore.dpdns.org,support.zoom.us.vip.kaisarstore.dpdns.org,zoom,2026-08-30T17:25:26.839634+00:00,2026-08-30T17:25:26.839634+00:00,2c1f937d-dbec-4ca1-87ad-eac111516f25,188.114.96.3,United States,13335,"Cloudflare, Inc.",WE1,true,false,false,false,false,30,low,Google Safe Browsing (+6.1); Keyword match (+5.3); Site cluster (+5.1); Shared IP cluster (+3.4); Brand in subdomain (+2.6)
https://mail.bankofamerica-secure-changelog.ph,mail.bankofamerica-secure-changelog.ph,bankofamerica,2026-08-30T17:25:26.757613+00:00,2026-08-30T17:25:26.757613+00:00,c3b25cf2-e33c-48b8-849a-2eab63743941,45.79.222.138,United States,63949,Akamai Connected Cloud,-,true,false,false,false,false,31,medium,Google Safe Browsing (+6.1); Keyword match (+5.3); Site cluster (+5.1); Brand in domain label (+3.7); Shared IP cluster (+3.4)
https://73a2370016b7.dng8rz.paypal-support.antimoney-laundering.org,73a2370016b7.dng8rz.paypal-support.antimoney-laundering.org,paypal,2026-08-30T17:25:26.201520+00:00,2026-08-30T17:25:26.201520+00:00,4660b6f8-7eb4-4d61-a698-4d16c6bfda0c,208.91.197.27,United States,40034,Confluence Networks Inc,-,true,false,false,false,false,29,low,Google Safe Browsing (+6.1); Keyword match (+5.3); ASN reputation (+3.5); Shared IP cluster (+3.4); Brand in subdomain (+2.6)
https://73a2370016b7.whm5.paypal-verification.antimoney-laundering.org,73a2370016b7.whm5.paypal-verification.antimoney-laundering.org,paypal,2026-08-30T17:25:20.977722+00:00,2026-08-30T17:25:20.977722+00:00,4895ea97-21ee-4633-8aa4-8a4731b82a79,208.91.197.27,United States,40034,Confluence Networks Inc,-,true,false,false,false,false,26,low,Google Safe Browsing (+6.1); Keyword match (+5.3); ASN reputation (+3.5); Brand in subdomain (+2.6); Shared IP cluster (+1.7)
https://debt-bankofamerica.ph,debt-bankofamerica.ph,bankofamerica,2026-08-30T17:25:15.681198+00:00,2026-08-30T17:25:15.681198+00:00,418a9125-9b8c-47a1-94a6-0d3dcad7c113,45.79.222.138,United States,63949,Akamai Connected Cloud,-,true,false,false,false,false,26,low,Google Safe Browsing (+6.1); Keyword match (+5.3); Site cluster (+5.1); Shared IP cluster (+3.4); ASN reputation (+3.0)
https://bankofamericana.ph,bankofamericana.ph,bankofamerica,2026-08-30T17:25:15.165206+00:00,2026-08-30T17:25:15.165206+00:00,10965b0a-3eae-4847-9dd3-febb5048be24,45.79.222.138,United States,63949,Akamai Connected Cloud,-,true,false,false,false,false,30,low,Google Safe Browsing (+6.1); Keyword match (+5.3); Site cluster (+5.1); Brand in domain label (+3.7); Shared IP cluster (+3.4)
https://bankofamerica-unauthorized.ph,bankofamerica-unauthorized.ph,bankofamerica,2026-08-30T17:25:14.570929+00:00,2026-08-30T17:25:14.570929+00:00,c03f5dcd-89bb-4b15-aa1d-5ab619a51d7b,45.79.222.138,United States,63949,Akamai Connected Cloud,-,true,false,false,false,false,30,low,Google Safe Browsing (+6.1); Keyword match (+5.3); Site cluster (+5.1); Brand in domain label (+3.7); Shared IP cluster (+3.4)
https://support.zoom.us.pro.kaisarstore.dpdns.org,support.zoom.us.pro.kaisarstore.dpdns.org,zoom,2026-08-30T17:25:14.113930+00:00,2026-08-30T17:25:14.113930+00:00,12a84c24-2590-4722-98f8-79ae0c5f2949,188.114.97.3,United States,13335,"Cloudflare, Inc.",WE1,true,false,false,false,false,30,low,Google Safe Browsing (+6.1); Keyword match (+5.3); Site cluster (+5.1); Shared IP cluster (+3.4); Brand in subdomain (+2.6)
https://bankofamericacanadastore.ph,bankofamericacanadastore.ph,bankofamerica,2026-08-30T17:25:09.728799+00:00,2026-08-30T17:25:09.728799+00:00,0d700bea-d00a-4ab3-8548-a680b8fa96e0,45.79.222.138,United States,63949,Akamai Connected Cloud,-,true,false,false,false,false,30,low,Google Safe Browsing (+6.1); Keyword match (+5.3); Site cluster (+5.1); Brand in domain label (+3.7); Shared IP cluster (+3.4)
https://meine-santander.org,meine-santander.org,santander,2026-08-30T17:25:09.267912+00:00,2026-08-30T17:25:09.267912+00:00,ccfdccdf-5805-4be6-8ef3-39f10ff4ce9e,172.236.104.43,United States,63949,Akamai Connected Cloud,-,true,false,false,false,false,27,low,Google Safe Browsing (+6.1); Keyword match (+5.3); Site cluster (+5.1); ASN reputation (+3.0); Country mismatch (+2.2)
https://bankofamericasecured.ph,bankofamericasecured.ph,bankofamerica,2026-08-30T17:25:08.764869+00:00,2026-08-30T17:25:08.764869+00:00,cb97b6c8-9a07-42d3-a9c7-d5a107b5b3ab,45.79.222.138,United States,63949,Akamai Connected Cloud,-,true,false,false,false,false,30,low,Google Safe Browsing (+6.1); Keyword match (+5.3); Site cluster (+5.1); Brand in domain label (+3.7); Shared IP cluster (+3.4)
http://register-facebook.blogspot.com,register-facebook.blogspot.com,facebook,2026-08-30T15:30:07.743159+00:00,2026-03-27T01:01:47.301052+00:00,8a6eca16-d8b0-420e-ade6-6ee178c13c78,142.251.13.132,Germany,15169,Google LLC,WE2,false,true,false,false,false,30,low,Keyword match (+5.3); Site cluster (+5.1); Brand in title (+4.5); Shared IP cluster (+3.4); OpenPhish (+3.0)
https://office365.internal-alerts.com/i/d5b9af0d256f14c03ab8396a78d3687bf,office365.internal-alerts.com,microsoft,2026-08-30T15:30:07.743159+00:00,2026-03-28T01:01:37.247034+00:00,7e1b0fba-bc4d-475b-ba61-b7876519c68f,20.50.64.14,Ireland,8075,Microsoft Corporation,R13,false,true,false,false,true,24,low,Keyword match (+5.3); urlscan.io (+5.1); OpenPhish (+3.0); Country mismatch (+2.2); Site cluster (+2.0)
